vlc_media3	VLC fehlgeschlagen · Media3 wird versucht	Échec de VLC · essai avec Media3	VLC non riuscito · provo Media3	VLC falhou · a tentar Media3	VLC başarısız · Media3 deneniyor	VLC nie działa · próba Media3	فشل VLC · جارٍ تجربة Media3
stream_rejected	Stream abgelehnt · Alternative wird versucht	Flux refusé · essai d’une alternative	Stream rifiutato · provo un’alternativa	Transmissão rejeitada · a tentar alternativa	Akış reddedildi · alternatif deneniyor	Strumień odrzucony · próba alternatywy	تم رفض البث · جارٍ تجربة بديل
play_failed	Wiedergabe fehlgeschlagen nach	Échec de la lecture après	Riproduzione non riuscita dopo	A reprodução falhou após	Oynatma başarısız:	Odtwarzanie nie powiodło się po	فشل التشغيل بعد
stream_variants	Stream-Varianten	variantes de flux	varianti stream	variantes de transmissão	akış seçenekleri	wariantów strumienia	خيارات البث
opening_stream	Stream wird geöffnet	Ouverture du flux	Apertura stream	A abrir transmissão	Akış açılıyor	Otwieranie strumienia	جارٍ فتح البث
external_subtitle	externe Untertitel	sous-titres externes	sottotitoli esterni	legendas externas	harici altyazılar	zewnętrzne napisy	ترجمة خارجية
record_finish_zap	Aufnahme wird vor dem Umschalten beendet…	Fin de l’enregistrement avant le changement de chaîne…	Termino registrazione prima di cambiare canale…	A terminar gravação antes de mudar de canal…	Kanal değiştirmeden önce kayıt bitiriliyor…	Kończenie nagrania przed zmianą kanału…	جارٍ إنهاء التسجيل قبل تغيير القناة…
zapping	Umschalten	Changement de chaîne	Cambio canale	Mudança de canal	Kanal değiştiriliyor	Zmiana kanału	تغيير القناة
anti_freeze	Anti-Freeze	Anti-gel	Anti-blocco	Anti-bloqueio	Donma önleme	Ochrona przed zawieszaniem	مقاومة التجمّد
recover_stream	Stream wird wiederhergestellt…	récupération du flux…	ripristino stream…	a recuperar transmissão…	akış kurtarılıyor…	przywracanie strumienia…	جارٍ استعادة البث…
try_alt_stream	alternativer Stream wird versucht…	essai d’un flux alternatif…	provo uno stream alternativo…	a tentar transmissão alternativa…	alternatif akış deneniyor…	próba alternatywnego strumienia…	جارٍ تجربة بث بديل…
switch_media3	Wechsel zu Media3…	passage à Media3…	passaggio a Media3…	a mudar para Media3…	Media3'e geçiliyor…	przełączanie na Media3…	جارٍ التحويل إلى Media3…
stream_stuck	Stream friert weiter ein · Tippe auf Abspielen, um es erneut zu versuchen	Le flux continue de se figer · touchez Lecture pour réessayer	Lo stream continua a bloccarsi · tocca Riproduci per riprovare	A transmissão continua a bloquear · toque em Reproduzir para tentar novamente	Akış donmaya devam ediyor · yeniden denemek için Oynat'a dokunun	Strumień ciągle się zawiesza · dotknij Odtwórz, aby spróbować ponownie	يستمر البث في التجمّد · اضغط تشغيل للمحاولة مجدداً
no_audio_tracks	Keine Audiospuren gefunden	Aucune piste audio trouvée	Nessuna traccia audio trovata	Nenhuma faixa de áudio encontrada	Ses parçası bulunamadı	Nie znaleziono ścieżek audio	لم يتم العثور على مسارات صوتية
audio_track	Audiospur	Piste audio	Traccia audio	Faixa de áudio	Ses parçası	Ścieżka audio	المسار الصوتي
audio_unavailable	Audioauswahl nicht verfügbar	Sélection audio indisponible	Selezione audio non disponibile	Seleção de áudio indisponível	Ses seçimi kullanılamıyor	Wybór audio niedostępny	اختيار الصوت غير متاح
no_subtitles	Keine Untertitel gefunden	Aucun sous-titre trouvé	Nessun sottotitolo trovato	Nenhuma legenda encontrada	Altyazı bulunamadı	Nie znaleziono napisów	لم يتم العثور على ترجمات
external_sub_active	Externe Untertitel aktiv	Sous-titres externes actifs	Sottotitoli esterni attivi	Legendas externas ativas	Harici altyazı etkin	Zewnętrzne napisy aktywne	الترجمة الخارجية مفعلة
subtitle_track	Untertitel	Sous-titre	Sottotitolo	Legenda	Altyazı	Napisy	الترجمة
subtitles	Untertitel	Sous-titres	Sottotitoli	Legendas	Altyazılar	Napisy	الترجمات
subtitle_unavailable	Untertitelauswahl nicht verfügbar	Sélection des sous-titres indisponible	Selezione sottotitoli non disponibile	Seleção de legendas indisponível	Altyazı seçimi kullanılamıyor	Wybór napisów niedostępny	اختيار الترجمة غير متاح
speed_title	Wiedergabegeschwindigkeit	Vitesse de lecture	Velocità di riproduzione	Velocidade de reprodução	Oynatma hızı	Szybkość odtwarzania	سرعة التشغيل
speed_label	Geschwindigkeit	Vitesse	Velocità	Velocidade	Hız	Prędkość	السرعة
aspect	Bild	Image	Immagine	Imagem	Görüntü	Obraz	الصورة
fit	anpassen	ajuster	adatta	ajustar	sığdır	dopasuj	ملاءمة
fill	ausfüllen	remplir	riempi	preencher	doldur	wypełnij	ملء
zoom	zoomen	zoom	zoom	zoom	yakınlaştır	powiększ	تكبير
sleep_timer	Sleep-Timer	Minuteur de veille	Timer di spegnimento	Temporizador de suspensão	Uyku zamanlayıcısı	Minutnik uśpienia	مؤقت النوم
minutes	Minuten	minutes	minuti	minutos	dakika	minut	دقائق
sleep_off	Sleep-Timer aus	Minuteur de veille désactivé	Timer di spegnimento disattivato	Temporizador de suspensão desligado	Uyku zamanlayıcısı kapalı	Minutnik uśpienia wyłączony	مؤقت النوم متوقف
record_live_only	Aufnahme ist nur für Live-TV verfügbar	L’enregistrement est disponible pour la TV en direct	La registrazione è disponibile per la TV in diretta	A gravação está disponível para TV ao vivo	Kayıt yalnızca canlı TV için kullanılabilir	Nagrywanie jest dostępne dla TV na żywo	التسجيل متاح للتلفاز المباشر
record_stopping	Aufnahme wird beendet…	Arrêt de l’enregistrement…	Arresto registrazione…	A parar gravação…	Kayıt durduruluyor…	Zatrzymywanie nagrywania…	جارٍ إيقاف التسجيل…
record_switch_vlc	Für die Aufnahme wird zu VLC gewechselt…	Passage à VLC pour l’enregistrement…	Passaggio a VLC per la registrazione…	A mudar para VLC para gravar…	Kayıt için VLC'ye geçiliyor…	Przełączanie na VLC do nagrywania…	جارٍ التحويل إلى VLC للتسجيل…
record_dir_failed	Aufnahmeordner konnte nicht erstellt werden	Impossible de créer le dossier d’enregistrement	Impossibile creare la cartella di registrazione	Não foi possível criar a pasta de gravação	Kayıt klasörü oluşturulamadı	Nie udało się utworzyć folderu nagrań	تعذر إنشاء مجلد التسجيل
storage_low_title	Nicht genügend Speicherplatz	Espace de stockage insuffisant	Spazio insufficiente	Espaço insuficiente	Yeterli depolama yok	Za mało miejsca	مساحة التخزين غير كافية
storage_low_msg	Für die Aufnahme sind mindestens 200 MB freier Speicher erforderlich.	Au moins 200 Mo d’espace libre sont nécessaires pour enregistrer.	Per registrare servono almeno 200 MB di spazio libero.	São necessários pelo menos 200 MB livres para gravar.	Kayıt için en az 200 MB boş alan gerekir.	Do nagrywania potrzeba co najmniej 200 MB wolnego miejsca.	يلزم وجود 200 ميجابايت على الأقل من المساحة الحرة للتسجيل.
record_not_supported	Dieser Stream kann nicht aufgenommen werden	Ce flux ne peut pas être enregistré	Questo stream non può essere registrato	Esta transmissão não pode ser gravada	Bu akış kaydedilemiyor	Tego strumienia nie można nagrać	لا يمكن تسجيل هذا البث
record_starting	Aufnahme wird gestartet…	Démarrage de l’enregistrement…	Avvio registrazione…	A iniciar gravação…	Kayıt başlatılıyor…	Rozpoczynanie nagrywania…	جارٍ بدء التسجيل…
record_active	Aufnahme aktiv	Enregistrement actif	Registrazione attiva	Gravação ativa	Kayıt etkin	Nagrywanie aktywne	التسجيل نشط
record_stopped	Aufnahme beendet	Enregistrement arrêté	Registrazione arrestata	Gravação parada	Kayıt durduruldu	Nagrywanie zatrzymane	تم إيقاف التسجيل
record_missing	Aufnahme beendet · Datei nicht gefunden	Enregistrement arrêté · fichier introuvable	Registrazione arrestata · file non trovato	Gravação parada · ficheiro não encontrado	Kayıt durduruldu · dosya bulunamadı	Nagrywanie zatrzymane · nie znaleziono pliku	تم إيقاف التسجيل · لم يتم العثور على الملف
record_saved	Aufnahme gespeichert	Enregistrement enregistré	Registrazione salvata	Gravação guardada	Kayıt kaydedildi	Nagranie zapisane	تم حفظ التسجيل
record_saved_app	Aufnahme im App-Ordner gespeichert	Enregistrement enregistré dans le dossier de l’application	Registrazione salvata nella cartella dell’app	Gravação guardada na pasta da aplicação	Kayıt uygulama klasörüne kaydedildi	Nagranie zapisane w folderze aplikacji	تم حفظ التسجيل في مجلد التطبيق
subtitle_downloaded	Untertitel heruntergeladen	Sous-titres téléchargés	Sottotitoli scaricati	Legendas transferidas	Altyazılar indirildi	Napisy pobrane	تم تنزيل الترجمات
subtitle_ready	Untertitel bereit	Sous-titres prêts	Sottotitoli pronti	Legendas prontas	Altyazılar hazır	Napisy gotowe	الترجمات جاهزة
